product,link,store,CVS,rating,review
豆豆鮮生 熬豆漿-黑芝麻/39元 (本期套餐飲),https://www.ptt.cc/bbs/CVS/M.1715860203.A.79A.html,全家/高健食品,全家,65,"今天看到套餐有新的豆漿類飲品可以搭配
有豆漿跟黑芝麻豆漿
想說嘗試看看就選了黑芝麻喝喝看
打開是鋁箔封膜
可以用蓋子劃開
成分：
喝起來真的蠻濃厚的
但沒有感受到黑芝麻的香味
下面的黑芝麻沉澱即使搖晃過後
好像也很難搖均勻
邊喝邊吃還是沉下去一大塊
到最後會直接吸到一坨一坨稠稠的黑芝麻..."
DY DO 咖啡 黑咖啡、拿鐵咖啡/兩瓶優惠$59,https://www.ptt.cc/bbs/CVS/M.1715915991.A.1CB.html,7-11 / Dydo,7-11,85,"黑咖啡喝起來順口、清爽，沒什麼苦澀味，喝完沒有酸澀感，尾韻些微回甘。日系咖啡
普遍喝起來都蠻順的，口感和UCC出的即溶113有點像，但畢竟113是即溶罐較貴，加上現在
有促銷，性價比完勝XD
  Dydo拿鐵奶味算是清爽系，不會膩口、而且有股淡淡的清香。可能黑咖啡本身就溫順
不苦，拿鐵奶味融合起來比想像中好喝。不會有奶味太重、太水的不適感，最重要是不會
太甜，喝完我是想再回購的。"
全家 炭香燒豚飯/$85元,https://www.ptt.cc/bbs/CVS/M.1715929254.A.90D.html,全家,全家,80,"上禮拜看其他版面有人在推
跑了兩三間全家才買到
上層都被起司鋪滿滿 有收到誠意了
不過怕單吃餐盒會膩
多買了全家自己的700ml飲料
個人覺得不知春茶的名字有趣 就搭配這罐
還能折$10，等於飲料$20蠻划的
整體口感上有吃到蠻濃的起司香味跟醬香
有點像焗烤飯的感覺
分一口給男友 他覺得飯再多一點會更好
個人喜歡濕潤一點的口感 覺得剛好
結果我一不留神~男友喝光我的茶= ="
蜜桃起司托斯卡尼 $39,https://www.ptt.cc/bbs/CVS/M.1715932860.A.E70.html,全家,全家,85,"這款麵包原味之前出的時候我就蠻喜歡
雖然現在已經比較少吃麵包了
還是有回購過兩三次
這款是新出的蜜桃版本
我本來以為是麵包中間會包蜜桃餡
但猛咬了大半個都沒有看到？？
後來看蜜桃醬應該是在起司跟麵包之間的夾層裡
蜜桃的味道算是蠻淡的，整體還是最表層的起司味
蜜桃比乳酪大概1.5-2 : 8左右？
我這顆吃到後面蜜桃醬好像有多一點
塗前面比較薄，所以我才沒吃出來？
但有在乎要吃到很濃很多蜜桃味的會失望
雖然我還是滿喜歡這款麵包的
但口味沒有跟原本那款差很多
蜜桃的比例有點微
【 IG ‧ @lizzz_foodie  】 歡迎追蹤:)"
全家 桃粿仙女紅茶/凍凍泰式綠奶茶,https://www.ptt.cc/bbs/CVS/M.1715953655.A.0C3.html,全家,全家,89,"最近發現全家搖搖茶吧全品項都特價
這兩天爽喝全家的新品 來分享一下心得~
桃粿仙女紅茶
朋友推薦的仙女紅茶加料版，還是加我最愛的粉粿
二話不說 直接入手一杯~
QQ粉粿咬起來QQ的
白桃果肉甜度也很剛好
水蜜桃融合紅茶後 會有一股淡淡自然的香氣 很順口
是很自然的水果酸甜味，應該是沒有加科技狠活
一不留神就我喝光惹XD 真的推~
凍凍泰式綠奶茶
之前喝過全家的泰式綠奶
個人對這款道地的泰式風味感到驚豔 之前幾乎兩天一杯
現在加青茶凍的版本 多了一份口感
如果是咀嚼控又是泰奶控的人 根本會荷包失守吧XD
在喝的時候我喜歡再加點冰塊
這樣甜度對我來說剛剛好 : )
市面上比較少賣這種飲料
推薦喜歡嘗鮮的人可以喝看看"
一瓶49第二瓶打六折 （兩個79,https://www.ptt.cc/bbs/CVS/M.1716016653.A.F34.html,7-11,7-11,85,"有點偏甜 但是就蛋白飲來說是好喝的
可可勝過香蕉一點點
（可能是個人本來就不喜歡吃香蕉
熱量稍高 一罐200多卡 但是蛋白質很夠
適合健身的人 跟初嘗試蛋白飲的人
之後也還是會回購"
Pablo蜜桃蕾雅杯/59元,https://www.ptt.cc/bbs/CVS/M.1716101689.A.D7E.html,全家,全家,75,"沒看過的蜜桃口味新甜點
熱量低
外包裝
試吃一口
繼續往下挖
好吃！值得嚐鮮！
建議買指定咖啡搭配享甜點半價~"
北海道蒲燒扇貝飯糰/49元，買兩個79,https://www.ptt.cc/bbs/CVS/M.1716105203.A.0A3.html,全家,全家,80,"整體還蠻好吃的
海苔吃起來是脆的, 米飯口感也剛好
醬汁給得蠻多的, 吃起來偏濕潤
咬下去的第一口就有吃到醬的鹹味
醬汁調味還蠻重的
單周圍吃飯的部分也有醬香
有用筷子確認過是扇貝一整顆沒錯
很像是日本零嘴－干貝燒那種口感
跟甜鹹的醬汁其實還蠻搭的
感覺再加點起司更讚"
明太子海鮮焗烤飯 / 原價119元；i珍食價77元,https://www.ptt.cc/bbs/CVS/M.1716105406.A.3B5.html,7-11,7-11,80,"配料（魷魚丁和蛤蜊）
這款因為連續兩天有i珍食價，所以我吃了兩次。（上面照片，是我第二次吃時拍攝的）
第一次吃時，很驚豔。
微波出爐時，有聞到很香的焗烤味。
明太子份量算滿多，拌一拌後，能明顯看到明太子的粉色，吃起來也有明太子的鹹味。
焗烤白醬的味道和份量也很夠，和飯搭配起來時，偏向醬泡飯的濃郁感。
大概是醬多，所以沒有看到配料（魷魚丁和蛤蜊），但偶爾會有吃到配料的感覺（或錯覺
？）。
至於第二次吃時......真是失望。
簡而言之，份量都變少了一點點，導致：
沒焗烤香味。
明太子變少，所以明太子的鹹味有點被白醬蓋過去。
白醬變少，所以飯本身的味道被突顯出，沒有濃郁感。
因為醬變少，配料（魷魚丁和蛤蜊）變得可以目視發現，數目不多。
結論：
雖然感覺第二次的份量只是稍微少一點點，但整體感受相差很大。
我本身滿喜歡7-11的明太子產品。但如果第二次吃的份量和品質是常態的話，對我而言，
即使有i珍食價，也只會給一次嚐鮮的機會。
（補充：這款本身的包裝是偏小一點尺寸的圓形紙盒，深度也是淺型的）"
丹麥起司火腿 35,https://www.ptt.cc/bbs/CVS/M.1716122226.A.A16.html,7-11,7-11,90,"100g 相對便宜大碗的鹹麵包 裡面有沙拉醬、火腿、起司 加上丹麥麵包體
算是滿精緻的 將近四分之一都是脂肪 提供滿滿能量
不方便組裝大亨堡時的好選擇 這個不會也漲價升級吧"
香橙果纖風味氣泡凍飲/原價85元,https://www.ptt.cc/bbs/CVS/M.1716133819.A.EFE.html,7-11,7-11,85,"下午跟同事跑到小七嚐鮮兩款新飲品
飲料我很少全部喝完，這杯氣泡凍飲我有空杯
比較特別的是超商飲料有綠茶凍
茶香有一點像小時後福利社茉莉茶凍的感覺
為了一直吸茶凍跟下面的果粒，莫名其妙整杯就沒了
綠茶凍也讓柳橙氣泡水多種口感
另外一杯香橙果纖風味冰茶是我同事的
偷吸一口大概就是四季春＋柳丁果汁/果肉
這杯也不錯，四季春本身沒有甜度，整杯都是水果香
拍給女友看還被吩咐把杯套帶回家
兩杯我覺得都是下午茶喝到會開心的手搖
回購度****(滿分5顆)"
扒扒飯-經典雙椒雞絲涼麵/79元,https://www.ptt.cc/bbs/CVS/M.1716134983.A.16F.html,OK,OK,70,"最近各家超商也陸續推出各種涼麵產品
像是全家感覺有把以往各種口味再次推出
而這次分享的是OK跟扒扒飯聯名的雞絲涼麵
(另外還有一款聯名飯糰 下次找到再吃)
配料雖然只有雞絲 小黃瓜跟胡蘿蔔加扒扒飯的辣椒醬
不過量跟以往超商涼麵相比 有比較多
辣度算是小辣左右 再多一點
比較可惜的是 麵條口感比較沒有那麼好
不然應該是還算不錯的產品
================================"
都是5個章加購,https://www.ptt.cc/bbs/CVS/M.1716170594.A.BE8.html,全家,全家,85,"搭上有兩杯99優惠，集了不少章拿來換週邊
濾掛之前買過就蠻喜歡的，想說直接一次換兩盒
完全不酸不苦很順口還有點花果香
單喝或加牛奶都可以
一盒24包, 以加購價算的話不到9元
保溫瓶跟植纖杯各加購了一個
實際拿到, 覺得手感和質感都還不錯
保溫瓶容量480ml, 植纖杯600ml
裝大杯咖啡都沒問題
保溫瓶之前看過人家分享說保溫效果很不錯, 之後再來測試
植纖杯算便宜, 而且是稻穀材質, 髒了直接丟掉也不會罪惡"
炭焙烏龍霜淇淋49元,https://www.ptt.cc/bbs/CVS/M.1716182883.A.A71.html,全家,全家,80,"原以為是鐵觀音那種濃厚茶味
實際吃茶味偏淡但蠻順口的
整體偏清爽, 不會越吃越膩
整支完食沒問題
看有人說綜合吃起來很像麥香奶茶
如果真的是麥香奶茶味應該會愛爆
晚點再買支綜合的吃"
韓式Q彈球 39元,https://www.ptt.cc/bbs/CVS/M.1716191844.A.ADE.html,7-11,7-11,70,"一包總共有三顆，平均一顆13元
回來吃了第一顆，恩…偏甜…Q的口感就一般般
吃到第二顆才想到要拍照
發現它裡面其實有點空，不像其他麵包店的麻糬麵包那麼扎實
可能是這樣才會讓QQ的口感沒那麼強烈
以一顆13元來說CP值一般般
除非很想吃QQ口感的麵包又沒有其他選擇才會考慮他"
抹茶蕨餅蛋糕捲/42x0.65,https://www.ptt.cc/bbs/CVS/M.1716195154.A.3E8.html,7-11,7-11,80,"圖多多版本:
影片版:
7-11甜點開箱
這次是和 茶茶小王子聯名
使用日本直輸 森半抹茶
推出了幾款不同種類的抹茶甜點
這次入手的是 抹茶蕨餅蛋糕捲
當然也要默默地i珍食時段把她帶回家
聯名的茶茶小王子圖案就在封面
蛋糕捲切成四塊附叉子
蛋糕本體柔軟 茶味的部分就..先略過
奶油內餡中間那塊會比較多
兩邊是還好
其實買這款是為了蕨餅
中心蕨餅算大塊
軟軟QQ嫩嫩 是對蕨餅唯一的要求
這款也是有做到
至於抹茶的部分 就看看插圖微笑即可"
59元,https://www.ptt.cc/bbs/CVS/M.1716208417.A.BD9.html,7-11,7-11,22,"最近在架上看到，以為小美跟上之前日本烤布蕾冰的那個風潮
本來想看看網路有沒有心得，但只查到幾篇小美跟媒體合作的宣傳文
OK，完全是不一樣的東西，而且疑似是他們自信之作的新品
要價59元，給它一次機會那也是沒有問題，最近有冰品打折的活動，在賽也不是原價買
打開蓋子到這裡都沒什麼異樣，直到開挖= =
如果你是帶著吃冰的心來的，很抱歉你可以放下它然後出去了
冰的部分真的很少，少到一度讓人 :-o?
裡面有黑色的顆粒在想也許是香草籽醬，但成分表裡面沒寫到
卡士達冰的部分其實吃不太出來是卡士達的味道，因為藍莓果醬的味道會壓過去
所以它號稱卡士達，但吃起來跟普通的小美冰淇淋沒有太大的差別
差別只在於濃稠了點，不過依然吃得到廉價冰淇淋那種冰晶口感
巧克力層口味還行，說多好吃也就那樣
而且它巧克力算厚，太冰的情況下其實超難戳開的
放到微溶的程度在戳冰淇淋會往上溢，巧克力板會歪導致它更難找施力點破壞= =
總體分數給在他們想嘗試的心
-
平安喜樂，又浪費了五十幾塊"
全家 桃粿仙女紅茶,https://www.ptt.cc/bbs/CVS/M.1716214542.A.6BC.html,全家,全家,90,"特價$49 真的有“桃“我開心
先說仙女紅茶本身的自帶的焦香氣
配上糖熬的水蜜桃果肉
茶味帶蜜桃香 根本絕配XD
跟市售的蜜桃類飲料比起來
味道天然很多~
粉粿比較像寒天晶球
口感是 QQ的醬樣
如果料可再多一點更好
應該會趁特價期間多喝幾杯
雖然蠻多人說桃粿紅茶很甜
但..平常只喝無糖綠的我
莫名能接受耶（家人說我大概是變種蟻人）
不過我的甜度不代表別人甜度
有興趣的人再喝喝看唄"
韓式泡菜冷烏龍麵/$89,https://www.ptt.cc/bbs/CVS/M.1716220573.A.D58.html,711/聯華,7-11,65,"天氣轉熱就開始想吃涼涼的食物，但不太愛油麵版的涼麵，所以選擇烏龍麵來試看看！
配料有泡菜、小黃瓜、白蘿蔔、海帶芽、蛋絲、杏鮑菇，我覺得有杏鮑菇很酷！比較少在
涼麵看到
份量不算太大，加入醬汁拌一拌，就是do~re~mi~so
原本期望的烏龍麵條會是 Q彈的，實際雖然很滑順，但軟軟的ㄧ咬就會斷掉，而且有些麵
條吃到最後會有點粉粉的，這點比較失望QQ 畢竟麵是靈魂角色！
醬汁很清爽，帶有淡淡的柴魚甜味，如果沒有吃到泡菜就比較沒味道，有種麵是麵，醬是
醬的感覺
優點是配料都還不錯（喜歡杏鮑菇）但存在感低
可以嚐鮮看看，但之後要吃涼麵不會選他（我比較喜歡義大利麵的那款涼麵）"
維也納奶油餐包+單小熱美59元,https://www.ptt.cc/bbs/CVS/M.1716342613.A.825.html,全家,全家,80,"這應該算是最常欽點的早餐組合了
這餐包真的罪惡的好吃
裡面奶油還是有點砂糖顆粒感的那種
餡料很滿 吃起來很滿足很過癮
雖然兩顆熱量就要350多大卡實在很不可愛
但真的是經典的好吃 百吃不膩
搭小單品美式是基本配備
小單品美單買就要60
這樣搭起來只要59
是餐促裡面最划算的選擇
很愛現在的巴西玫瑰鑽
很順口又能喝到果香的甘甜味
完全不苦 放涼喝也不酸
算是繼薇薇特南果後最喜歡的了
--"
檸檬牛排醬鐵板漢堡排飯/99元(友善時光70元),https://www.ptt.cc/bbs/CVS/M.1716383095.A.427.html,全家,全家,65,"產品圖
漢堡排飯算是配料滿豐富的，口味也滿多樣化。
花椰菜煮得非常軟爛，我應該是第一次吃到連梗咬起來都沒有感覺的花椰菜，不
過也完全沒有任何味道，強力建議吃花椰菜的時候稍微沾一下旁邊義大利麵的醬
，或者沾一下檸檬牛排醬。
義大利麵就傳統日式洋食店必備，醬汁吃起來是略帶甜味的番茄醬汁，可以拿來
當作轉換口味用，不過不習慣飯加麵這種澱粉加澱粉組合的人，應該會覺得這一
口義大利麵的存在很突兀。
洋菇碎本身跟花椰菜一樣沒什麼味道，不過因為洋菇碎的位置放在漢堡排旁邊，
產品主打的檸檬牛排醬幾乎都沾在洋菇碎上，所以變成是整個便當裡味道最重的
一道菜，拿來配著沒沾到醬的白飯，或者放在漢堡排上吃都不錯。
漢堡排有兩塊，厚實度不錯，咬起來有肉感，但是偏乾，沒有肉汁，這算是超商
微波食品原罪。檸檬牛排醬給的量太少，導致無法靠醬汁掩蓋漢堡排偏乾的缺點
，而且只吃漢堡排的話，其實肉味完全壓過醬味，吃不出檸檬醬的味道，變成如
我上面所提的，要把洋菇碎放在漢堡排上一起吃，這樣才有感覺吃到檸檬酸味。
另外會咬到軟骨，對我來說這點比沒肉汁更不能接受。
白飯份量不多，煮的偏濕軟，這部份看個人口味，我個人是不喜歡濕濕爛爛的白
飯，不過沾到檸檬醬的白飯滿好吃的，可惜檸檬醬就真的有夠少，漢堡排都配不
太到了，哪有多的醬能拿來配飯。
考慮到兩塊漢堡排帶來的滿足感，兩種澱粉類帶來的飽足感，原價99元算是偏貴
但可以接受的範圍，友善時光的話就是落在值得購買的區間了，算是個人覺得近
期超商主食類新品相對高分的一個產品。
杏仁巧克力蛋糕是出了一段時間的產品了，吃了不少次，不過都沒想到要PO，這
次就順便一起放上來。
本體是很樸素的巧克力蛋糕，蛋糕體本身有濕潤感，不會吃起來太乾巴巴的，光
是這樣其實就已經是合格的甜點了，上面的巧克力層配上適量的杏仁碎增加了些
許的高級感，如果兩層巧克力奶油把其中一層換成慕斯的話應該更好，不過以價
位來說這要求太奢侈了。
就算原價48元，想吃下午茶的時候這個蛋糕都會在我的選項內，偶爾看到友善時
光就幾乎是必定買了。"
蜜桃乳酪三角蛋糕 PABLO聯名,https://www.ptt.cc/bbs/CVS/M.1716438430.A.7C4.html,全家,全家,75,"三角形的海綿蛋糕體，中間夾蜜桃乳酪
個人覺得味道蠻香的、乳酪味也有出來
蜜桃味不會太搶，也不會太化學
不過不知為何它蛋糕外面有一層千層蛋糕的皮!?
在猜是防止海綿蛋糕黏在包裝嗎? 總之有點不知道為何會這樣設計
如果有乞丐時光 想吃蛋糕類會考慮回購"
馬尚煮/買二送二,https://www.ptt.cc/bbs/CVS/M.1716442584.A.57B.html,全家,全家,80,"本身就蠻愛酸辣味的食物
天熱吃感覺特別開胃
記得第一次吃時有被辣度嚇到, 覺得有逼近到中辣程度
但後來吃了幾次後好像也習慣了XD
食材大概都吃過一輪了
個人最愛魚板類跟丸子類
新出的茭白筍也好吃
當下湯撈的有點太少了, 有點喝得意猶未盡"
海鹽焦糖牛奶司康 /35x0.7,https://www.ptt.cc/bbs/CVS/M.1716443565.A.615.html,全家,全家,81,"圖多多版本:
影片版:
全家便利商店麵包
這款也號稱有使用鮮乳坊產品
聽起來很文青光看名字就想買的就是
海鹽焦糖牛奶司康
友善食光立刻收一款
司康有塑膠殼保護
個頭算是不大
先說司康本體
口感上也不是那種硬的
算是硬中帶0.7軟度
葡萄乾是可以吃的到多顆
內裡有看到應該是焦糖塊
但感受度不會太明顯
海鹽的鹹度也有吃到
對於司康想要追求硬口感的話就要轉別處"
莓果乳酪千層派,https://www.ptt.cc/bbs/CVS/M.1716449001.A.0C3.html,全家,全家,79,"又是下班時間，想吃甜點再去有氧，
挑了這款千層派，
外觀看起來自我想像覺得酸酸甜甜應該不錯
切一個五分之一的比例，
入口，有點奶油滿溢的飽滿，
不甜，也沒有酸酸的反差感，
很軟嫩，好切，好入口，
最後的酸，是在最表面的那幾顆莓果啊，
好稀有，如果再多一些，應該會很平衡那個油油的口感。
爬文之後這一個 熱量還蠻低的，
 不失個再次回購的好選擇。"
全家愛文芒果切盤69$（友善時光49$）,https://www.ptt.cc/bbs/CVS/M.1716468388.A.5C9.html,全家 愛文芒果切盤,全家,70,"芒果祭來了，前幾天市場看一斤還在比較高的價位，就沒買
今天飯後突然想吃，看app有芒果切盤，想說去看看實體
即期的水果其實我不怎麼拿
看到實體發現是封膜，我覺得很讚（記憶還停留在塑膠盒或袋裝）
看起來果肉狀態還很好 我就買了
但J個包裝我不會拆
拆到一度懷疑自己智商哈哈哈
最後是暴力解決
沒有很甜，但香氣很足
目視大概一顆的量，飯後吃完頗飽
不用剝皮啃芒果籽，解個芒果饞，我很滿意了"
松露乾酪鹽可頌 42$,https://www.ptt.cc/bbs/CVS/M.1716525483.A.516.html,全家,全家,60,"其實就鹽可頌中間夾一條乳酪上面放松露
松露味蠻重的但感覺只有香氣
吃進去時有點被乳酪蓋掉所以沒有我想像中濃
可能加熱會比較好吃
有點小 吃完有點空虛 不會回購"
